DEP;PDEP;ARR;PARR;D
10.08.2015 13:30;ANCONA;11.08.2015 06:00;IGOUMENITSA;452
17.08.2015 13:30;ANCONA;18.08.2015 06:00;IGOUMENITSA;452
11.08.2015 13:30;ANCONA;12.08.2015 06:00;IGOUMENITSA;452
18.08.2015 13:30;ANCONA;19.08.2015 06:00;IGOUMENITSA;452
12.08.2015 13:30;ANCONA;13.08.2015 06:00;IGOUMENITSA;452
19.08.2015 13:30;ANCONA;20.08.2015 06:00;IGOUMENITSA;452
13.08.2015 13:30;ANCONA;14.08.2015 06:00;IGOUMENITSA;452
20.08.2015 13:30;ANCONA;21.08.2015 06:00;IGOUMENITSA;452
14.08.2015 13:30;ANCONA;15.08.2015 06:00;IGOUMENITSA;452
21.08.2015 13:30;ANCONA;22.08.2015 06:00;IGOUMENITSA;452
15.08.2015 13:30;ANCONA;16.08.2015 06:00;IGOUMENITSA;452
22.08.2015 13:30;ANCONA;23.08.2015 06:00;IGOUMENITSA;452
15.08.2015 16:30;ANCONA;16.08.2015 09:00;IGOUMENITSA;452
22.08.2015 16:30;ANCONA;23.08.2015 09:00;IGOUMENITSA;452
16.08.2015 13:30;ANCONA;17.08.2015 06:00;IGOUMENITSA;452
23.08.2015 13:30;ANCONA;24.08.2015 06:00;IGOUMENITSA;452
10.08.2015 06:30;IGOUMENITSA;10.08.2015 11:30;PATRAS;136
17.08.2015 06:30;IGOUMENITSA;17.08.2015 11:30;PATRAS;136
11.08.2015 06:30;IGOUMENITSA;11.08.2015 11:30;PATRAS;136
18.08.2015 06:30;IGOUMENITSA;18.08.2015 11:30;PATRAS;136
12.08.2015 06:30;IGOUMENITSA;12.08.2015 11:30;PATRAS;136
19.08.2015 06:30;IGOUMENITSA;19.08.2015 11:30;PATRAS;136
13.08.2015 06:30;IGOUMENITSA;13.08.2015 11:30;PATRAS;136
20.08.2015 06:30;IGOUMENITSA;20.08.2015 11:30;PATRAS;136
14.08.2015 06:30;IGOUMENITSA;14.08.2015 11:30;PATRAS;136
21.08.2015 06:30;IGOUMENITSA;21.08.2015 11:30;PATRAS;136
15.08.2015 06:30;IGOUMENITSA;15.08.2015 11:30;PATRAS;136
22.08.2015 06:30;IGOUMENITSA;22.08.2015 11:30;PATRAS;136
16.08.2015 06:30;IGOUMENITSA;16.08.2015 11:30;PATRAS;136
23.08.2015 06:30;IGOUMENITSA;23.08.2015 11:30;PATRAS;136
16.08.2015 09:30;IGOUMENITSA;16.08.2015 14:30;PATRAS;136
23.08.2015 09:30;IGOUMENITSA;23.08.2015 14:30;PATRAS;136
11.08.2015 16:30;ANCONA;12.08.2015 08:00;CORFU;459
18.08.2015 16:30;ANCONA;19.08.2015 08:00;CORFU;459
13.08.2015 16:30;ANCONA;14.08.2015 08:00;CORFU;459
20.08.2015 16:30;ANCONA;21.08.2015 08:00;CORFU;459
14.08.2015 09:00;CORFU;14.08.2015 09:30;IGOUMENITSA;18
21.08.2015 09:00;CORFU;21.08.2015 09:30;IGOUMENITSA;18
12.08.2015 09:00;CORFU;12.08.2015 09:30;IGOUMENITSA;18
19.08.2015 09:00;CORFU;19.08.2015 09:30;IGOUMENITSA;18
12.08.2015 10:00;IGOUMENITSA;12.08.2015 15:00;PATRAS;136
19.08.2015 10:00;IGOUMENITSA;19.08.2015 15:00;PATRAS;136
14.08.2015 10:00;IGOUMENITSA;14.08.2015 15:00;PATRAS;136
21.08.2015 10:00;IGOUMENITSA;21.08.2015 15:00;PATRAS;136
10.08.2015 19:30;BARI;11.08.2015 05:30;IGOUMENITSA;289
17.08.2015 19:30;BARI;18.08.2015 05:30;IGOUMENITSA;289
11.08.2015 19:30;BARI;12.08.2015 05:30;IGOUMENITSA;289
18.08.2015 19:30;BARI;19.08.2015 05:30;IGOUMENITSA;289
12.08.2015 19:30;BARI;13.08.2015 05:30;IGOUMENITSA;289
19.08.2015 19:30;BARI;20.08.2015 05:30;IGOUMENITSA;289
15.08.2015 19:30;BARI;16.08.2015 05:30;IGOUMENITSA;289
22.08.2015 19:30;BARI;23.08.2015 05:30;IGOUMENITSA;289
16.08.2015 13:30;BARI;16.08.2015 23:00;IGOUMENITSA;289
23.08.2015 13:30;BARI;23.08.2015 23:00;IGOUMENITSA;289
10.08.2015 01:00;IGOUMENITSA;10.08.2015 07:00;PATRAS;136
17.08.2015 01:00;IGOUMENITSA;17.08.2015 07:00;PATRAS;136
11.08.2015 08:00;IGOUMENITSA;11.08.2015 13:00;PATRAS;136
18.08.2015 08:00;IGOUMENITSA;18.08.2015 13:00;PATRAS;136
12.08.2015 08:00;IGOUMENITSA;12.08.2015 13:00;PATRAS;136
19.08.2015 08:00;IGOUMENITSA;19.08.2015 13:00;PATRAS;136
13.08.2015 08:00;IGOUMENITSA;13.08.2015 13:00;PATRAS;136
20.08.2015 08:00;IGOUMENITSA;20.08.2015 13:00;PATRAS;136
16.08.2015 08:00;IGOUMENITSA;16.08.2015 13:00;PATRAS;136
23.08.2015 08:00;IGOUMENITSA;23.08.2015 13:00;PATRAS;136
14.08.2015 08:00;IGOUMENITSA;14.08.2015 13:00;PATRAS;136
21.08.2015 08:00;IGOUMENITSA;21.08.2015 13:00;PATRAS;136
13.08.2015 19:30;BARI;14.08.2015 04:30;CORFU;296
20.08.2015 19:30;BARI;21.08.2015 04:30;CORFU;296
14.08.2015 13:00;BARI;14.08.2015 22:00;CORFU;296
21.08.2015 13:00;BARI;21.08.2015 22:00;CORFU;296
15.08.2015 13:00;BARI;15.08.2015 22:00;CORFU;296
22.08.2015 13:00;BARI;22.08.2015 22:00;CORFU;296
14.08.2015 23:00;CORFU;14.08.2015 23:30;IGOUMENITSA;18
21.08.2015 23:00;CORFU;21.08.2015 23:30;IGOUMENITSA;18
15.08.2015 23:00;CORFU;15.08.2015 23:30;IGOUMENITSA;18
22.08.2015 23:00;CORFU;22.08.2015 23:30;IGOUMENITSA;18
13.08.2015 16:00;IGOUMENITSA;13.08.2015 21:00;PATRAS;136
20.08.2015 16:00;IGOUMENITSA;20.08.2015 21:00;PATRAS;136
16.08.2015 16:00;IGOUMENITSA;16.08.2015 21:00;PATRAS;136
23.08.2015 16:00;IGOUMENITSA;23.08.2015 21:00;PATRAS;136
12.08.2015 12:00;VENEZIA;13.08.2015 14:30;IGOUMENITSA;578
19.08.2015 12:00;VENEZIA;20.08.2015 14:30;IGOUMENITSA;578
15.08.2015 12:00;VENEZIA;16.08.2015 14:30;IGOUMENITSA;578
22.08.2015 12:00;VENEZIA;23.08.2015 14:30;IGOUMENITSA;578
10.08.2015 14:30;PATRAS;10.08.2015 19:30;IGOUMENITSA;136
17.08.2015 14:30;PATRAS;17.08.2015 19:30;IGOUMENITSA;136
10.08.2015 20:00;IGOUMENITSA;11.08.2015 10:30;ANCONA;452
17.08.2015 20:00;IGOUMENITSA;18.08.2015 10:30;ANCONA;452
11.08.2015 14:30;PATRAS;11.08.2015 19:30;IGOUMENITSA;136
18.08.2015 14:30;PATRAS;18.08.2015 19:30;IGOUMENITSA;136
11.08.2015 20:00;IGOUMENITSA;12.08.2015 10:30;ANCONA;452
18.08.2015 20:00;IGOUMENITSA;19.08.2015 10:30;ANCONA;452
12.08.2015 14:30;PATRAS;12.08.2015 19:30;IGOUMENITSA;136
19.08.2015 14:30;PATRAS;19.08.2015 19:30;IGOUMENITSA;136
12.08.2015 20:00;IGOUMENITSA;13.08.2015 10:30;ANCONA;452
19.08.2015 20:00;IGOUMENITSA;20.08.2015 10:30;ANCONA;452
13.08.2015 14:30;PATRAS;13.08.2015 19:30;IGOUMENITSA;136
20.08.2015 14:30;PATRAS;20.08.2015 19:30;IGOUMENITSA;136
13.08.2015 20:00;IGOUMENITSA;14.08.2015 10:30;ANCONA;452
20.08.2015 20:00;IGOUMENITSA;21.08.2015 10:30;ANCONA;452
14.08.2015 14:30;PATRAS;14.08.2015 19:30;IGOUMENITSA;136
21.08.2015 14:30;PATRAS;21.08.2015 19:30;IGOUMENITSA;136
14.08.2015 20:00;IGOUMENITSA;15.08.2015 10:30;ANCONA;452
21.08.2015 20:00;IGOUMENITSA;22.08.2015 10:30;ANCONA;452
15.08.2015 14:30;PATRAS;15.08.2015 19:30;IGOUMENITSA;136
22.08.2015 14:30;PATRAS;22.08.2015 19:30;IGOUMENITSA;136
15.08.2015 20:00;IGOUMENITSA;16.08.2015 10:30;ANCONA;452
22.08.2015 20:00;IGOUMENITSA;23.08.2015 10:30;ANCONA;452
16.08.2015 14:30;PATRAS;16.08.2015 19:30;IGOUMENITSA;136
23.08.2015 14:30;PATRAS;23.08.2015 19:30;IGOUMENITSA;136
16.08.2015 20:00;IGOUMENITSA;17.08.2015 10:30;ANCONA;452
23.08.2015 20:00;IGOUMENITSA;24.08.2015 10:30;ANCONA;452
14.08.2015 17:30;PATRAS;14.08.2015 22:30;IGOUMENITSA;136
21.08.2015 17:30;PATRAS;21.08.2015 22:30;IGOUMENITSA;136
14.08.2015 23:00;IGOUMENITSA;15.08.2015 13:30;ANCONA;452
21.08.2015 23:00;IGOUMENITSA;22.08.2015 13:30;ANCONA;452
10.08.2015 17:30;PATRAS;10.08.2015 22:30;IGOUMENITSA;136
17.08.2015 17:30;PATRAS;17.08.2015 22:30;IGOUMENITSA;136
10.08.2015 23:00;IGOUMENITSA;10.08.2015 23:30;CORFU;18
17.08.2015 23:00;IGOUMENITSA;17.08.2015 23:30;CORFU;18
11.08.2015 00:30;CORFU;11.08.2015 14:00;ANCONA;459
18.08.2015 00:30;CORFU;18.08.2015 14:00;ANCONA;459
12.08.2015 17:30;PATRAS;12.08.2015 22:30;IGOUMENITSA;136
19.08.2015 17:30;PATRAS;19.08.2015 22:30;IGOUMENITSA;136
12.08.2015 23:00;IGOUMENITSA;12.08.2015 23:30;CORFU;18
19.08.2015 23:00;IGOUMENITSA;19.08.2015 23:30;CORFU;18
13.08.2015 00:30;CORFU;13.08.2015 14:00;ANCONA;459
20.08.2015 00:30;CORFU;20.08.2015 14:00;ANCONA;459
10.08.2015 18:00;PATRAS;10.08.2015 23:00;IGOUMENITSA;136
17.08.2015 18:00;PATRAS;17.08.2015 23:00;IGOUMENITSA;136
11.08.2015 00:30;IGOUMENITSA;11.08.2015 09:30;BARI;289
18.08.2015 00:30;IGOUMENITSA;18.08.2015 09:30;BARI;289
11.08.2015 18:00;PATRAS;11.08.2015 23:00;IGOUMENITSA;136
18.08.2015 18:00;PATRAS;18.08.2015 23:00;IGOUMENITSA;136
12.08.2015 00:30;IGOUMENITSA;12.08.2015 09:30;BARI;289
19.08.2015 00:30;IGOUMENITSA;19.08.2015 09:30;BARI;289
13.08.2015 18:00;PATRAS;13.08.2015 23:00;IGOUMENITSA;136
20.08.2015 18:00;PATRAS;20.08.2015 23:00;IGOUMENITSA;136
14.08.2015 00:30;IGOUMENITSA;14.08.2015 09:30;BARI;289
21.08.2015 00:30;IGOUMENITSA;21.08.2015 09:30;BARI;289
14.08.2015 18:00;PATRAS;14.08.2015 23:00;IGOUMENITSA;136
21.08.2015 18:00;PATRAS;21.08.2015 23:00;IGOUMENITSA;136
15.08.2015 00:30;IGOUMENITSA;15.08.2015 09:30;BARI;289
22.08.2015 00:30;IGOUMENITSA;22.08.2015 09:30;BARI;289
10.08.2015 00:30;IGOUMENITSA;10.08.2015 09:30;BARI;289
17.08.2015 00:30;IGOUMENITSA;17.08.2015 09:30;BARI;289
12.08.2015 18:00;PATRAS;12.08.2015 23:00;IGOUMENITSA;136
19.08.2015 18:00;PATRAS;19.08.2015 23:00;IGOUMENITSA;136
13.08.2015 00:30;IGOUMENITSA;13.08.2015 01:00;CORFU;18
20.08.2015 00:30;IGOUMENITSA;20.08.2015 01:00;CORFU;18
13.08.2015 02:00;CORFU;13.08.2015 10:00;BARI;296
20.08.2015 02:00;CORFU;20.08.2015 10:00;BARI;296
15.08.2015 02:00;IGOUMENITSA;15.08.2015 02:30;CORFU;18
22.08.2015 02:00;IGOUMENITSA;22.08.2015 02:30;CORFU;18
15.08.2015 03:30;CORFU;15.08.2015 10:30;BARI;296
22.08.2015 03:30;CORFU;22.08.2015 10:30;BARI;296
16.08.2015 02:00;IGOUMENITSA;16.08.2015 02:30;CORFU;18
23.08.2015 02:00;IGOUMENITSA;23.08.2015 02:30;CORFU;18
16.08.2015 03:30;CORFU;16.08.2015 10:30;BARI;296
23.08.2015 03:30;CORFU;23.08.2015 10:30;BARI;296
13.08.2015 23:59;PATRAS;14.08.2015 05:00;IGOUMENITSA;136
20.08.2015 23:59;PATRAS;21.08.2015 05:00;IGOUMENITSA;136
16.08.2015 23:59;PATRAS;17.08.2015 05:00;IGOUMENITSA;136
23.08.2015 23:59;PATRAS;24.08.2015 05:00;IGOUMENITSA;136
10.08.2015 08:30;CAEN OUISTREHAM;10.08.2015 13:15;PORTSMOUTH;104
17.08.2015 08:30;CAEN OUISTREHAM;17.08.2015 13:15;PORTSMOUTH;104
10.08.2015 16:30;CAEN OUISTREHAM;10.08.2015 21:15;PORTSMOUTH;104
17.08.2015 16:30;CAEN OUISTREHAM;17.08.2015 21:15;PORTSMOUTH;104
10.08.2015 23:00;CAEN OUISTREHAM;11.08.2015 06:45;PORTSMOUTH;104
17.08.2015 23:00;CAEN OUISTREHAM;18.08.2015 06:45;PORTSMOUTH;104
11.08.2015 08:30;CAEN OUISTREHAM;11.08.2015 13:15;PORTSMOUTH;104
18.08.2015 08:30;CAEN OUISTREHAM;18.08.2015 13:15;PORTSMOUTH;104
11.08.2015 16:30;CAEN OUISTREHAM;11.08.2015 21:15;PORTSMOUTH;104
18.08.2015 16:30;CAEN OUISTREHAM;18.08.2015 21:15;PORTSMOUTH;104
11.08.2015 23:00;CAEN OUISTREHAM;12.08.2015 06:45;PORTSMOUTH;104
18.08.2015 23:00;CAEN OUISTREHAM;19.08.2015 06:45;PORTSMOUTH;104
12.08.2015 14:00;CAEN OUISTREHAM;12.08.2015 19:15;PORTSMOUTH;104
19.08.2015 14:00;CAEN OUISTREHAM;19.08.2015 19:15;PORTSMOUTH;104
12.08.2015 23:00;CAEN OUISTREHAM;13.08.2015 06:45;PORTSMOUTH;104
19.08.2015 23:00;CAEN OUISTREHAM;20.08.2015 06:45;PORTSMOUTH;104
13.08.2015 08:30;CAEN OUISTREHAM;13.08.2015 13:15;PORTSMOUTH;104
20.08.2015 08:30;CAEN OUISTREHAM;20.08.2015 13:15;PORTSMOUTH;104
13.08.2015 16:30;CAEN OUISTREHAM;13.08.2015 21:15;PORTSMOUTH;104
20.08.2015 16:30;CAEN OUISTREHAM;20.08.2015 21:15;PORTSMOUTH;104
13.08.2015 23:00;CAEN OUISTREHAM;14.08.2015 06:45;PORTSMOUTH;104
20.08.2015 23:00;CAEN OUISTREHAM;21.08.2015 06:45;PORTSMOUTH;104
14.08.2015 08:30;CAEN OUISTREHAM;14.08.2015 13:15;PORTSMOUTH;104
21.08.2015 08:30;CAEN OUISTREHAM;21.08.2015 13:15;PORTSMOUTH;104
14.08.2015 16:30;CAEN OUISTREHAM;14.08.2015 21:15;PORTSMOUTH;104
21.08.2015 16:30;CAEN OUISTREHAM;21.08.2015 21:15;PORTSMOUTH;104
14.08.2015 23:00;CAEN OUISTREHAM;15.08.2015 06:45;PORTSMOUTH;104
21.08.2015 23:00;CAEN OUISTREHAM;22.08.2015 06:45;PORTSMOUTH;104
15.08.2015 08:30;CAEN OUISTREHAM;15.08.2015 13:15;PORTSMOUTH;104
22.08.2015 08:30;CAEN OUISTREHAM;22.08.2015 13:15;PORTSMOUTH;104
15.08.2015 16:30;CAEN OUISTREHAM;15.08.2015 21:15;PORTSMOUTH;104
22.08.2015 16:30;CAEN OUISTREHAM;22.08.2015 21:15;PORTSMOUTH;104
15.08.2015 23:00;CAEN OUISTREHAM;16.08.2015 06:45;PORTSMOUTH;104
22.08.2015 23:00;CAEN OUISTREHAM;23.08.2015 06:45;PORTSMOUTH;104
16.08.2015 08:30;CAEN OUISTREHAM;16.08.2015 13:15;PORTSMOUTH;104
23.08.2015 08:30;CAEN OUISTREHAM;23.08.2015 13:15;PORTSMOUTH;104
16.08.2015 16:30;CAEN OUISTREHAM;16.08.2015 21:15;PORTSMOUTH;104
23.08.2015 16:30;CAEN OUISTREHAM;23.08.2015 21:15;PORTSMOUTH;104
16.08.2015 23:00;CAEN OUISTREHAM;17.08.2015 06:45;PORTSMOUTH;104
23.08.2015 23:00;CAEN OUISTREHAM;24.08.2015 06:45;PORTSMOUTH;104
10.08.2015 08:15;PORTSMOUTH;10.08.2015 15:00;CAEN OUISTREHAM;104
17.08.2015 08:15;PORTSMOUTH;17.08.2015 15:00;CAEN OUISTREHAM;104
10.08.2015 14:45;PORTSMOUTH;10.08.2015 21:30;CAEN OUISTREHAM;104
17.08.2015 14:45;PORTSMOUTH;17.08.2015 21:30;CAEN OUISTREHAM;104
10.08.2015 22:45;PORTSMOUTH;11.08.2015 06:45;CAEN OUISTREHAM;104
17.08.2015 22:45;PORTSMOUTH;18.08.2015 06:45;CAEN OUISTREHAM;104
11.08.2015 08:15;PORTSMOUTH;11.08.2015 15:00;CAEN OUISTREHAM;104
18.08.2015 08:15;PORTSMOUTH;18.08.2015 15:00;CAEN OUISTREHAM;104
11.08.2015 14:45;PORTSMOUTH;11.08.2015 21:30;CAEN OUISTREHAM;104
18.08.2015 14:45;PORTSMOUTH;18.08.2015 21:30;CAEN OUISTREHAM;104
11.08.2015 22:45;PORTSMOUTH;12.08.2015 07:30;CAEN OUISTREHAM;104
18.08.2015 22:45;PORTSMOUTH;19.08.2015 07:30;CAEN OUISTREHAM;104
12.08.2015 08:15;PORTSMOUTH;12.08.2015 15:00;CAEN OUISTREHAM;104
19.08.2015 08:15;PORTSMOUTH;19.08.2015 15:00;CAEN OUISTREHAM;104
12.08.2015 22:00;PORTSMOUTH;13.08.2015 06:45;CAEN OUISTREHAM;104
19.08.2015 22:00;PORTSMOUTH;20.08.2015 06:45;CAEN OUISTREHAM;104
13.08.2015 08:15;PORTSMOUTH;13.08.2015 15:00;CAEN OUISTREHAM;104
20.08.2015 08:15;PORTSMOUTH;20.08.2015 15:00;CAEN OUISTREHAM;104
13.08.2015 14:45;PORTSMOUTH;13.08.2015 21:30;CAEN OUISTREHAM;104
20.08.2015 14:45;PORTSMOUTH;20.08.2015 21:30;CAEN OUISTREHAM;104
13.08.2015 22:45;PORTSMOUTH;14.08.2015 06:45;CAEN OUISTREHAM;104
20.08.2015 22:45;PORTSMOUTH;21.08.2015 06:45;CAEN OUISTREHAM;104
14.08.2015 08:15;PORTSMOUTH;14.08.2015 15:00;CAEN OUISTREHAM;104
21.08.2015 08:15;PORTSMOUTH;21.08.2015 15:00;CAEN OUISTREHAM;104
14.08.2015 14:45;PORTSMOUTH;14.08.2015 21:30;CAEN OUISTREHAM;104
21.08.2015 14:45;PORTSMOUTH;21.08.2015 21:30;CAEN OUISTREHAM;104
14.08.2015 22:45;PORTSMOUTH;15.08.2015 06:45;CAEN OUISTREHAM;104
21.08.2015 22:45;PORTSMOUTH;22.08.2015 06:45;CAEN OUISTREHAM;104
15.08.2015 08:15;PORTSMOUTH;15.08.2015 15:00;CAEN OUISTREHAM;104
22.08.2015 08:15;PORTSMOUTH;22.08.2015 15:00;CAEN OUISTREHAM;104
15.08.2015 14:45;PORTSMOUTH;15.08.2015 21:30;CAEN OUISTREHAM;104
22.08.2015 14:45;PORTSMOUTH;22.08.2015 21:30;CAEN OUISTREHAM;104
15.08.2015 22:45;PORTSMOUTH;16.08.2015 06:45;CAEN OUISTREHAM;104
22.08.2015 22:45;PORTSMOUTH;23.08.2015 06:45;CAEN OUISTREHAM;104
16.08.2015 08:15;PORTSMOUTH;16.08.2015 15:00;CAEN OUISTREHAM;104
23.08.2015 08:15;PORTSMOUTH;23.08.2015 15:00;CAEN OUISTREHAM;104
16.08.2015 14:45;PORTSMOUTH;16.08.2015 21:30;CAEN OUISTREHAM;104
23.08.2015 14:45;PORTSMOUTH;23.08.2015 21:30;CAEN OUISTREHAM;104
16.08.2015 22:45;PORTSMOUTH;17.08.2015 06:45;CAEN OUISTREHAM;104
23.08.2015 22:45;PORTSMOUTH;24.08.2015 06:45;CAEN OUISTREHAM;104
10.08.2015 22:30;LE HAVRE;11.08.2015 05:45;PORTSMOUTH;133
17.08.2015 22:30;LE HAVRE;18.08.2015 05:45;PORTSMOUTH;133
11.08.2015 17:15;LE HAVRE;11.08.2015 21:45;PORTSMOUTH;133
18.08.2015 17:15;LE HAVRE;18.08.2015 21:45;PORTSMOUTH;133
12.08.2015 17:15;LE HAVRE;12.08.2015 21:45;PORTSMOUTH;133
19.08.2015 17:15;LE HAVRE;19.08.2015 21:45;PORTSMOUTH;133
13.08.2015 22:30;LE HAVRE;14.08.2015 06:30;PORTSMOUTH;133
20.08.2015 22:30;LE HAVRE;21.08.2015 06:30;PORTSMOUTH;133
14.08.2015 12:00;LE HAVRE;14.08.2015 16:45;PORTSMOUTH;133
21.08.2015 12:00;LE HAVRE;21.08.2015 16:45;PORTSMOUTH;133
14.08.2015 22:00;LE HAVRE;15.08.2015 05:40;PORTSMOUTH;133
21.08.2015 22:00;LE HAVRE;22.08.2015 05:40;PORTSMOUTH;133
15.08.2015 17:15;LE HAVRE;15.08.2015 21:45;PORTSMOUTH;133
22.08.2015 17:15;LE HAVRE;22.08.2015 21:45;PORTSMOUTH;133
16.08.2015 17:15;LE HAVRE;16.08.2015 21:45;PORTSMOUTH;133
23.08.2015 17:15;LE HAVRE;23.08.2015 21:45;PORTSMOUTH;133
10.08.2015 23:15;PORTSMOUTH;11.08.2015 08:00;LE HAVRE;133
17.08.2015 23:15;PORTSMOUTH;18.08.2015 08:00;LE HAVRE;133
11.08.2015 23:15;PORTSMOUTH;12.08.2015 08:00;LE HAVRE;133
18.08.2015 23:15;PORTSMOUTH;19.08.2015 08:00;LE HAVRE;133
12.08.2015 23:15;PORTSMOUTH;13.08.2015 08:00;LE HAVRE;133
19.08.2015 23:15;PORTSMOUTH;20.08.2015 08:00;LE HAVRE;133
13.08.2015 23:15;PORTSMOUTH;14.08.2015 08:30;LE HAVRE;133
20.08.2015 23:15;PORTSMOUTH;21.08.2015 08:30;LE HAVRE;133
14.08.2015 10:30;PORTSMOUTH;14.08.2015 16:30;LE HAVRE;133
21.08.2015 10:30;PORTSMOUTH;21.08.2015 16:30;LE HAVRE;133
14.08.2015 21:45;PORTSMOUTH;15.08.2015 08:00;LE HAVRE;133
21.08.2015 21:45;PORTSMOUTH;22.08.2015 08:00;LE HAVRE;133
15.08.2015 23:15;PORTSMOUTH;16.08.2015 08:30;LE HAVRE;133
22.08.2015 23:15;PORTSMOUTH;23.08.2015 08:30;LE HAVRE;133
16.08.2015 23:15;PORTSMOUTH;17.08.2015 08:00;LE HAVRE;133
23.08.2015 23:15;PORTSMOUTH;24.08.2015 08:00;LE HAVRE;133
10.08.2015 18:30;CHERBOURG;10.08.2015 21:45;POOLE;89
17.08.2015 18:30;CHERBOURG;17.08.2015 21:45;POOLE;89
11.08.2015 18:30;CHERBOURG;11.08.2015 21:45;POOLE;89
18.08.2015 18:30;CHERBOURG;18.08.2015 21:45;POOLE;89
12.08.2015 18:30;CHERBOURG;12.08.2015 21:45;POOLE;89
19.08.2015 18:30;CHERBOURG;19.08.2015 21:45;POOLE;89
13.08.2015 18:30;CHERBOURG;13.08.2015 21:45;POOLE;89
20.08.2015 18:30;CHERBOURG;20.08.2015 21:45;POOLE;89
14.08.2015 18:30;CHERBOURG;14.08.2015 21:45;POOLE;89
21.08.2015 18:30;CHERBOURG;21.08.2015 21:45;POOLE;89
15.08.2015 18:30;CHERBOURG;15.08.2015 21:45;POOLE;89
22.08.2015 18:30;CHERBOURG;22.08.2015 21:45;POOLE;89
16.08.2015 18:30;CHERBOURG;16.08.2015 21:45;POOLE;89
23.08.2015 18:30;CHERBOURG;23.08.2015 21:45;POOLE;89
10.08.2015 08:30;POOLE;10.08.2015 13:45;CHERBOURG;89
17.08.2015 08:30;POOLE;17.08.2015 13:45;CHERBOURG;89
11.08.2015 08:30;POOLE;11.08.2015 13:45;CHERBOURG;89
18.08.2015 08:30;POOLE;18.08.2015 13:45;CHERBOURG;89
12.08.2015 08:30;POOLE;12.08.2015 13:45;CHERBOURG;89
19.08.2015 08:30;POOLE;19.08.2015 13:45;CHERBOURG;89
13.08.2015 08:30;POOLE;13.08.2015 13:45;CHERBOURG;89
20.08.2015 08:30;POOLE;20.08.2015 13:45;CHERBOURG;89
14.08.2015 08:30;POOLE;14.08.2015 13:45;CHERBOURG;89
21.08.2015 08:30;POOLE;21.08.2015 13:45;CHERBOURG;89
15.08.2015 08:30;POOLE;15.08.2015 13:45;CHERBOURG;89
22.08.2015 08:30;POOLE;22.08.2015 13:45;CHERBOURG;89
16.08.2015 08:30;POOLE;16.08.2015 13:45;CHERBOURG;89
23.08.2015 08:30;POOLE;23.08.2015 13:45;CHERBOURG;89
10.08.2015 20:15;PORTSMOUTH;11.08.2015 08:15;ST MALO;162
17.08.2015 20:15;PORTSMOUTH;18.08.2015 08:15;ST MALO;162
11.08.2015 20:15;PORTSMOUTH;12.08.2015 08:15;ST MALO;162
18.08.2015 20:15;PORTSMOUTH;19.08.2015 08:15;ST MALO;162
12.08.2015 20:15;PORTSMOUTH;13.08.2015 08:15;ST MALO;162
19.08.2015 20:15;PORTSMOUTH;20.08.2015 08:15;ST MALO;162
13.08.2015 20:15;PORTSMOUTH;14.08.2015 08:15;ST MALO;162
20.08.2015 20:15;PORTSMOUTH;21.08.2015 08:15;ST MALO;162
14.08.2015 20:15;PORTSMOUTH;15.08.2015 08:15;ST MALO;162
21.08.2015 20:15;PORTSMOUTH;22.08.2015 08:15;ST MALO;162
15.08.2015 20:15;PORTSMOUTH;16.08.2015 08:15;ST MALO;162
22.08.2015 20:15;PORTSMOUTH;23.08.2015 08:15;ST MALO;162
16.08.2015 20:15;PORTSMOUTH;17.08.2015 08:15;ST MALO;162
23.08.2015 20:15;PORTSMOUTH;24.08.2015 08:15;ST MALO;162
10.08.2015 10:30;ST MALO;10.08.2015 18:20;PORTSMOUTH;162
17.08.2015 10:30;ST MALO;17.08.2015 18:20;PORTSMOUTH;162
11.08.2015 10:30;ST MALO;11.08.2015 18:20;PORTSMOUTH;162
18.08.2015 10:30;ST MALO;18.08.2015 18:20;PORTSMOUTH;162
12.08.2015 10:30;ST MALO;12.08.2015 18:20;PORTSMOUTH;162
19.08.2015 10:30;ST MALO;19.08.2015 18:20;PORTSMOUTH;162
13.08.2015 10:30;ST MALO;13.08.2015 18:20;PORTSMOUTH;162
20.08.2015 10:30;ST MALO;20.08.2015 18:20;PORTSMOUTH;162
14.08.2015 10:30;ST MALO;14.08.2015 18:20;PORTSMOUTH;162
21.08.2015 10:30;ST MALO;21.08.2015 18:20;PORTSMOUTH;162
15.08.2015 10:30;ST MALO;15.08.2015 18:20;PORTSMOUTH;162
22.08.2015 10:30;ST MALO;22.08.2015 18:20;PORTSMOUTH;162
16.08.2015 10:30;ST MALO;16.08.2015 18:20;PORTSMOUTH;162
23.08.2015 10:30;ST MALO;23.08.2015 18:20;PORTSMOUTH;162
10.08.2015 22:00;PLYMOUTH;11.08.2015 08:00;ROSCOFF;135
17.08.2015 22:00;PLYMOUTH;18.08.2015 08:00;ROSCOFF;135
11.08.2015 22:00;PLYMOUTH;12.08.2015 07:00;ROSCOFF;135
18.08.2015 22:00;PLYMOUTH;19.08.2015 07:00;ROSCOFF;135
12.08.2015 15:00;PLYMOUTH;12.08.2015 21:30;ROSCOFF;135
19.08.2015 15:00;PLYMOUTH;19.08.2015 21:30;ROSCOFF;135
13.08.2015 08:00;PLYMOUTH;13.08.2015 15:00;ROSCOFF;135
20.08.2015 08:00;PLYMOUTH;20.08.2015 15:00;ROSCOFF;135
